Query_number,doc_number
1014132,487004
1014132,347417
1014132,397465
1014132,339347
1014132,446032
1013965,278846
1013965,201204
1013965,432430
1013965,494573
1013965,280663
1013965,322946
1013965,261699
1013965,242647
1013965,164513
1013965,101995
1013797,384904
1013797,242647
1013797,185467
1013797,375770
1013797,169201
1013797,45535
1013797,375664
1013797,291577
1013797,37052
1013797,211263
1013615,440624
1013615,76178
1013615,84322
1013615,237996
1013615,239627
1013615,152592
1013615,52424
1013615,9275
1013615,300226
1013615,434543
1013592,161887
1013592,341661
1013592,124818
1013592,284936
1013592,391031
1013592,210941
1013592,22494
1013592,84322
1013592,155352
1013592,2462
1013579,453436
1013579,481166
1013579,31525
1013579,236818
1013579,484095
1013579,242647
1013579,85466
1013579,399168
1013579,117600
1013579,453399
1013570,36935
1013570,79343
1013570,78915
1013570,102130
1013570,10311
1013570,83881
1013570,331556
1013570,335788
1013570,313917
1013570,124838
1013492,349089
1013492,186315
1013492,456549
1013492,306229
1013492,80118
1013492,240888
1013492,341701
1013492,368948
1013492,188091
1013492,88825
1013424,40566
1013424,350217
1013424,331137
1013424,412801
1013424,4234
1013424,249906
1013424,5713
1013424,85738
1013424,354009
1013424,343746
1013304,363383
1013304,84549
1013304,449152
1013304,333213
1013304,391625
1013304,209570
1013304,333012
1013304,24146
1013304,292805
1013304,29725
1013267,468922
1013267,321197
1013267,204251
1013267,465695
1013267,469230
1013267,197553
1013267,22733
1013267,443607
1013267,333213
1013267,12256
1013229,135839
1013229,111622
1013229,356682
1013229,328825
1013229,214113
1013229,126190
1013229,331163
1013229,116186
1013229,458211
1013229,45946
1013114,342740
1013114,380747
1013114,406361
1013114,293316
1013114,39279
1013114,145417
1013114,154834
1013114,7695
1013114,382864
1013114,37808
1012866,498419
1012866,334928
1012866,129621
1012866,10634
1012866,167294
1012866,483557
1012866,159172
1012866,248292
1012866,181001
1012866,200535
1012865,19931
1012865,148829
1012865,79898
1012865,487088
1012865,285455
1012865,66325
1012865,290718
1012865,475309
1012865,326925
1012865,389691
1099595,269971
1099595,138883
1099595,463599
1099595,210414
1099595,193848
1099595,201621
1099595,411813
1099595,283819
1099595,417350
1099595,193975
1012547,83121
1012547,392955
1012547,471073
1012547,157469
1012547,116389
1012547,469851
1012547,219594
1012547,128310
1012547,396382
1012547,179836
1012431,38479
1012431,240457
1012431,347810
1012431,487841
1012431,378366
1012431,254302
1012431,231203
1012431,359349
1012431,72550
1012431,74422
1012026,76838
1012026,144309
1012026,384904
1012026,78051
1012026,263432
1012026,12258
1012026,171915
1012026,12969
1012026,152592
1012026,482210
1011925,331584
1011925,490323
1011925,161701
1011925,355585
1011925,491493
1011925,199521
1011925,84740
1011925,96022
1011925,3848
1011925,336983
1011713,180902
1011713,180425
1011713,316863
1011713,263197
1011713,287591
1011713,116123
1011713,446319
1011713,441339
1011713,182321
1011713,2464
1011618,204638
1011618,406842
1011618,306742
1011618,420113
1011618,453573
1011618,454301
1011618,325014
1011618,146093
1011618,131060
1011618,24255
1011512,395427
1011512,242772
1011512,123532
1011512,51394
1011512,374942
1011512,245306
1011512,274954
1011512,354123
1011512,283191
1011512,465085
1011381,89712
1011381,310628
1011381,99535
1011381,395227
1011381,112590
1011381,84322
1011381,434173
1011381,445757
1011381,79527
1011381,38448
1011328,275749
1011328,134411
1011328,500244
1011328,348188
1011328,89017
1011328,403623
1011328,164801
1011328,272980
1011328,259458
1011328,310433
1011248,242552
1011248,340100
1011248,254930
1011248,98718
1011248,341602
1011248,63920
1011248,19880
1011248,299993
1011248,90302
1011248,188268
1011166,78185
1011166,37052
1011166,287008
1011166,104061
1011166,218019
1011166,398708
1011166,390254
1011166,451214
1011166,409682
1011166,198612
1011140,393281
1011140,165212
1011140,69711
1011140,288215
1011140,106818
1011140,415056
1011140,58192
1011140,277521
1011140,371526
1011140,96399
1011120,386200
1011120,209688
1011120,35079
1011120,386486
1011120,474735
1011120,433845
1011120,474185
1011120,53035
1011120,192844
1011120,281724
1011044,169201
1011044,439971
1011044,183571
1011044,292382
1011044,37693
1011044,66365
1011044,55534
1011044,192066
1011044,117118
1011044,37033
1011021,227440
1011021,84322
1011021,118282
1011021,462042
1011021,487226
1011021,442275
1011021,193606
1011021,99535
1011021,434173
1011021,244313
1011018,76178
1011018,51744
1011018,84322
1011018,391031
1011018,429647
1011018,259500
1011018,271423
1011018,212023
1011018,55785
1011018,292005
1010615,295384
1010615,84322
1010615,365040
1010615,38479
1010615,347810
1010615,367796
1010615,64801
1010615,11211
1010615,333471
1010615,32742
1010527,281724
1010527,351110
1010527,51695
1010527,53035
1010527,127886
1010527,40351
1010527,128658
1010527,13442
1010527,474735
1010527,192906
1010524,48567
1010524,291459
1010524,124458
1010524,498002
1010524,62559
1010524,399093
1010524,217093
1010524,54794
1010524,34702
1010524,419809
1010287,298968
1010287,484438
1010287,369946
1010287,357108
1010287,57029
1010287,358658
1010287,139791
1010287,483415
1010287,399972
1010287,303675
1010057,473040
1010057,42250
1010057,463202
1010057,70592
1010057,382554
1010057,472082
1010057,406862
1010057,256897
1010057,170474
1010057,68717
1010048,200723
1010048,367795
1010048,321864
1010048,255308
1010048,471073
1010048,284783
1010048,132854
1010048,331848
1010048,291577
1010048,169440
1009994,139308
1009994,411603
1009994,281724
1009994,471073
1009994,195880
1009994,158143
1009994,399048
1009994,408230
1009994,418919
1009994,276363
1009961,196998
1009961,391031
1009961,439988
1009961,221998
1009961,439625
1009961,467036
1009961,412653
1009961,55205
1009961,395836
1009961,424864
1009749,240325
1009749,482254
1009749,257397
1009749,364846
1009749,360390
1009749,384716
1009749,73913
1009749,325741
1009749,423863
1009749,243131
1009742,120218
1009742,94761
1009742,8651
1009742,390953
1009742,448153
1009742,256814
1009742,37110
1009742,350886
1009742,55205
1009742,144630
1009724,421027
1009724,807
1009724,305059
1009724,70273
1009724,67970
1009724,70857
1009724,25856
1009724,221228
1009724,171622
1009724,257148
1009695,214184
1009695,281724
1009695,102631
1009695,391031
1009695,302356
1009695,479589
1009695,380257
1009695,442835
1009695,156721
1009695,486425
1009610,215244
1009610,436650
1009610,461478
1009610,389553
1009610,361225
1009610,397582
1009610,289289
1009610,363342
1009610,174722
1009610,453399
1009527,338688
1009527,49093
1009527,335101
1009527,473010
1009527,234119
1009527,391031
1009527,290082
1009527,9538
1009527,3589
1009527,82491
1009388,171264
1009388,335101
1009388,3589
1009388,275718
1009388,30266
1009388,351978
1009388,32742
1009388,356433
1009388,275484
1009388,159468
1009237,86935
1009237,32131
1009237,322347
1009237,265353
1009237,246676
1009237,258472
1009237,30271
1009237,222720
1009237,84322
1009237,50961
1009183,301008
1009183,217093
1009183,399093
1009183,146886
1009183,62559
1009183,251920
1009183,364844
1009183,246592
1009183,430384
1009183,127914
1009023,184659
1009023,175003
1009023,447676
1009023,92824
1009023,441339
1009023,12508
1009023,91608
1009023,446412
1009023,106896
1009023,91375
1008979,154035
1008979,468438
1008979,501012
1008979,399769
1008979,228309
1008979,51291
1008979,89352
1008979,253439
1008979,410811
1008979,415501
1008977,467752
1008977,82491
1008977,445836
1008977,236264
1008977,112137
1008977,83287
1008977,85268
1008977,69387
1008977,436958
1008977,3589
1008968,127941
1008968,493206
1008968,380373
1008968,441884
1008968,500343
1008968,393561
1008968,316392
1008968,488841
1008968,472813
1008968,464607
1008951,245627
1008951,477299
1008951,194841
1008951,421099
1008951,204487
1008951,293043
1008951,432009
1008951,133323
1008951,371592
1008951,153216
1008947,61654
1008947,357517
1008947,353170
1008947,205209
1008947,135162
1008947,376064
1008947,256084
1008947,50524
1008947,367796
1008947,82811
1008911,369481
1008911,389917
1008911,14266
1008911,501204
1008911,368297
1008911,7137
1008911,153089
1008911,379214
1008911,33486
1008911,19257
1099495,263634
1099495,196973
1099495,428417
1099495,439004
1099495,88770
1099495,411003
1099495,327474
1099495,318412
1099495,327171
1099495,401854
1008515,274712
1008515,33486
1008515,161887
1008515,35194
1008515,38793
1008515,434173
1008515,72787
1008515,281187
1008515,471073
1008515,37844
1099482,169201
1099482,432058
1099482,183476
1099482,51174
1099482,95242
1099482,347810
1099482,120228
1099482,481103
1099482,116974
1099482,360509
1007972,331556
1007972,487841
1007972,47765
1007972,238409
1007972,478477
1007972,464129
1007972,11211
1007972,333471
1007972,9538
1007972,4573
1007959,68620
1007959,323430
1007959,158100
1007959,301506
1007959,395118
1007959,194760
1007959,241061
1007959,311284
1007959,318347
1007959,239627
1007934,17237
1007934,86751
1007934,359597
1007934,352266
1007934,433813
1007934,323365
1007934,220412
1007934,311887
1007934,479469
1007934,143742
1007696,220272
1007696,461290
1007696,110960
1007696,96792
1007696,436021
1007696,42398
1007696,496881
1007696,96140
1007696,169201
1007696,78350
1007691,74422
1007691,153633
1007691,347810
1007691,115204
1007691,93212
1007691,69387
1007691,99535
1007691,406633
1007691,86243
1007691,445319
1007673,114653
1007673,82532
1007673,324510
1007673,312879
1007673,58967
1007673,247042
1007673,278688
1007673,471260
1007673,137252
1007673,135183
1007628,172047
1007628,169902
1007628,62350
1007628,62185
1007628,286374
1007628,493455
1007628,450186
1007628,105698
1007628,386157
1007628,500347
1007606,93102
1007606,354468
1007606,369557
1007606,184666
1007606,439813
1007606,267346
1007606,236131
1007606,338062
1007606,402247
1007606,166790
1007550,267563
1007550,299869
1007550,477722
1007550,371747
1007550,269809
1007550,491258
1007550,16845
1007550,492793
1007550,377967
1007550,497849
1007473,268975
1007473,343555
1007473,128540
1007473,322584
1007473,487592
1007473,489666
1007473,336981
1007473,221118
1007473,252585
1007473,178690
1007242,341299
1007242,490521
1007242,330207
1007242,163553
1007242,488562
1007242,153685
1007242,236979
1007242,462033
1007242,160814
1007242,83286
1006911,266717
1006911,490590
1006911,79642
1006911,175139
1006911,199168
1006911,338109
1006911,402030
1006911,82125
1006911,285608
1006911,465618
1006791,100667
1006791,147739
1006791,119652
1006791,416863
1006791,303752
1006791,357258
1006791,97415
1006791,461057
1006791,279643
1006791,111622
1006751,11541
1006751,302398
1006751,82864
1006751,484228
1006751,88605
1006751,233050
1006751,392909
1006751,26129
1006751,392566
1006751,353835
1006578,454490
1006578,480849
1006578,140305
1006578,398536
1006578,264070
1006578,332210
1006578,464821
1006578,158506
1006578,390341
1006578,253918
1006459,98231
1006459,355826
1006459,291459
1006459,238876
1006459,250254
1006459,292197
1006459,330204
1006459,446654
1006459,98735
1006459,48793
1006199,358311
1006199,342933
1006199,169201
1006199,371739
1006199,183571
1006199,439971
1006199,292382
1006199,37693
1006199,2738
1006199,151760
1005798,496643
1005798,135222
1005798,700
1005798,185280
1005798,158589
1005798,82918
1005798,353021
1005798,149312
1005798,290924
1005798,17537
1099452,187398
1099452,56638
1099452,148647
1099452,440001
1099452,419041
1099452,76568
1099452,168329
1099452,329279
1099452,348389
1099452,461829
1099451,416656
1099451,196998
1099451,391031
1099451,259363
1099451,49093
1099451,478427
1099451,90311
1099451,107162
1099451,352834
1099451,2597
1005586,169201
1005586,45031
1005586,341688
1005586,244564
1005586,228687
1005586,242647
1005586,296903
1005586,487682
1005586,345715
1005586,85413
1005131,3960
1005131,75262
1005131,397635
1005131,197192
1005131,347384
1005131,302046
1005131,74908
1005131,498892
1005131,143622
1005131,481812
1005113,163937
1005113,300526
1005113,37052
1005113,339910
1005113,326074
1005113,54167
1005113,153106
1005113,9275
1005113,272232
1005113,169201
1004949,237767
1004949,460001
1004949,284441
1004949,475389
1004949,246058
1004949,239844
1004949,48713
1004949,284912
1004949,447532
1004949,199140
1004921,257984
1004921,84322
1004921,178304
1004921,420205
1004921,214279
1004921,179836
1004921,237205
1004921,113715
1004921,364273
1004921,224563
1004258,76178
1004258,320465
1004258,429647
1004258,37845
1004258,88987
1004258,293713
1004258,157220
1004258,363325
1004258,379992
1004258,466402
1004254,374333
1004254,462886
1004254,63385
1004254,371290
1004254,107079
1004254,487153
1004254,492989
1004254,400790
1004254,273003
1004254,356863
1004243,81529
1004243,478427
1004243,430241
1004243,318665
1004243,43685
1004243,265442
1004243,430584
1004243,375301
1004243,65156
1004243,437562
1004240,178591
1004240,88920
1004240,449430
1004240,391031
1004240,150277
1004240,471089
1004240,184358
1004240,441339
1004240,305567
1004240,115357
1004233,191735
1004233,434195
1004233,333546
1004233,118334
1004233,124034
1004233,5383
1004233,323931
1004233,369235
1004233,119699
1004233,122002
1004228,226381
1004228,131150
1004228,429647
1004228,145868
1004228,130553
1004228,372226
1004228,331556
1004228,303675
1004228,313816
1004228,320049
1004167,477574
1004167,352495
1004167,366208
1004167,289739
1004167,479145
1004167,288073
1004167,89043
1004167,196998
1004167,74415
1004167,410213
1003849,142812
1003849,329669
1003849,370944
1003849,333069
1003849,25925
1003849,221414
1003849,43304
1003849,91770
1003849,304517
1003849,81027
1003831,142508
1003831,440624
1003831,49949
1003831,302961
1003831,105703
1003831,334590
1003831,76178
1003831,413254
1003831,227263
1003831,482583
1003590,427009
1003590,90621
1003590,314926
1003590,236608
1003590,440528
1003590,304756
1003590,50501
1003590,1426
1003590,118090
1003590,271770
1003482,148636
1003482,150179
1003482,247508
1003482,219488
1003482,350748
1003482,91840
1003482,338173
1003482,328759
1003482,160748
1003482,396721
1003351,182467
1003351,436806
1003351,3128
1003351,791
1003351,44297
1003351,297253
1003351,274232
1003351,439988
1003351,169201
1003351,405307
1003319,336981
1003319,397550
1003319,296448
1003319,45031
1003319,306834
1003319,154857
1003319,176162
1003319,169201
1003319,71743
1003319,130625
1003277,153106
1003277,331556
1003277,351823
1003277,166805
1003277,58814
1003277,72645
1003277,76178
1003277,9275
1003277,10719
1003277,263649
1003239,487485
1003239,98179
1003239,288848
1003239,132593
1003239,411039
1003239,9905
1003239,376885
1003239,445510
1003239,94391
1003239,398900
1003003,264404
1003003,283233
1003003,33679
1003003,226123
1003003,31122
1003003,15495
1003003,240265
1003003,458527
1003003,128688
1003003,292379
1002940,307353
1002940,261027
1002940,356358
1002940,455323
1002940,393003
1002940,303998
1002940,47323
1002940,375770
1002940,81396
1002940,225941
1002938,411813
1002938,88987
1002938,271287
1002938,106885
1002938,333778
1002938,386097
1002938,76178
1002938,429647
1002938,41838
1002938,416932
1002889,119652
1002889,434173
1002889,169122
1002889,357258
1002889,99535
1002889,325014
1002889,305961
1002889,165610
1002889,66433
1002889,224904
1002716,330898
1002716,16995
1002716,390426
1002716,498436
1002716,349920
1002716,428766
1002716,256841
1002716,286265
1002716,303675
1002716,196463
1099391,116974
1099391,109656
1099391,169201
1099391,392504
1099391,120228
1099391,244564
1099391,307664
1099391,7483
1099391,224986
1099391,401282
1002585,161725
1002585,301243
1002585,479589
1002585,239099
1002585,421743
1002585,143354
1002585,220381
1002585,371495
1002585,481166
1002585,345006
1002584,441670
1002584,76404
1002584,229997
1002584,473546
1002584,246058
1002584,47136
1002584,463759
1002584,215340
1002584,323386
1002584,437772
1002554,281724
1002554,26848
1002554,398439
1002554,290834
1002554,217937
1002554,253297
1002554,299407
1002554,200735
1002554,354520
1002554,231298
1002482,274491
1002482,453957
1002482,195574
1002482,149970
1002482,245881
1002482,401837
1002482,484869
1002482,340112
1002482,252416
1002482,163098
1002426,417794
1002426,272018
1002426,135262
1002426,428512
1002426,291266
1002426,493190
1002426,57461
1002426,442533
1002426,218330
1002426,80118
1002330,155554
1002330,66881
1002330,391031
1002330,50524
1002330,269939
1002330,481166
1002330,326402
1002330,174956
1002330,92646
1002330,103626
1002274,101236
1002274,365423
1002274,269939
1002274,388442
1002274,269607
1002274,60305
1002274,369752
1002274,232540
1002274,9254
1002274,285592
1002252,347865
1002252,142812
1002252,292640
1002252,159691
1002252,118302
1002252,422096
1002252,291577
1002252,283464
1002252,303209
1002252,408831
1002238,69677
1002238,396943
1002238,292954
1002238,488189
1002238,40566
1002238,14951
1002238,107322
1002238,70977
1002238,396901
1002238,116320
1002197,325014
1002197,97015
1002197,391031
1002197,234661
1002197,196998
1002197,84322
1002197,259363
1002197,379767
1002197,169201
1002197,4573
1002148,339663
1002148,210411
1002148,80118
1002148,332238
1002148,127605
1002148,290765
1002148,466076
1002148,210232
1002148,349330
1002148,271103
1002058,499751
1002058,288434
1002058,176353
1002058,420275
1002058,203566
1002058,105025
1002058,341294
1002058,445934
1002058,143943
1002058,249737
1001999,459229
1001999,18265
1001999,313958
1001999,262626
1001999,291577
1001999,165179
1001999,116440
1001999,209693
1001999,208129
1001999,411058
1099368,325014
1099368,449605
1099368,53035
1099368,221998
1099368,171321
1099368,168732
1099368,399688
1099368,478427
1099368,243068
1099368,320894
1001926,71462
1001926,359797
1001926,91414
1001926,472935
1001926,17171
1001926,212957
1001926,169201
1001926,375432
1001926,19701
1001926,442587
1001903,418208
1001903,111622
1001903,231203
1001903,75271
1001903,172252
1001903,367796
1001903,384062
1001903,345725
1001903,426724
1001903,33754
1001810,149951
1001810,475695
1001810,426696
1001810,156604
1001810,364151
1001810,173651
1001810,309717
1001810,245571
1001810,136550
1001810,488193
1001454,116974
1001454,477088
1001454,377576
1001454,106736
1001454,169201
1001454,190719
1001454,220272
1001454,182753
1001454,445217
1001454,351807
1000864,13411
1000864,471073
1000864,61217
1000864,110258
1000864,327252
1000864,315311
1000864,483326
1000864,251753
1000864,104420
1000864,206336
1000798,341046
1000798,359203
1000798,371381
1000798,97177
1000798,149786
1000798,483075
1000798,60382
1000798,427129
1000798,264527
1000798,64775
1000681,313816
1000681,501335
1000681,335101
1000681,32742
1000681,207549
1000681,404909
1000681,173646
1000681,3589
1000681,181610
1000681,367500
1000574,460065
1000574,249818
1000574,262946
1000574,75563
1000574,282988
1000574,444695
1000574,337861
1000574,432824
1000574,89968
1000574,76178
1000519,454163
1000519,244826
1000519,131175
1000519,77364
1000519,266972
1000519,263184
1000519,107299
1000519,128757
1000519,208538
1000519,218982
1000459,141919
1000459,105731
1000459,166063
1000459,10714
1000459,352716
1000459,496903
1000459,20207
1000459,442782
1000459,222245
1000459,138123
1000319,312877
1000319,337693
1000319,52659
1000319,419724
1000319,260666
1000319,386230
1000319,79856
1000319,243402
1000319,311701
1000319,285763
1000272,406295
1000272,184510
1000272,220409
1000272,381816
1000272,380180
1000272,139266
1000272,208051
1000272,306072
1000272,431401
1000272,236224
1102121,383092
1102121,337366
1102121,27923
1102121,177498
1102121,259733
1102121,171527
1102121,195968
1102121,137271
1102121,178367
1102121,379983
1000083,333213
1000083,406633
1000083,86243
1000083,352778
1000083,453399
1000083,314276
1000083,386260
1000083,362040
1000083,230649
1000083,379767
1000030,109656
1000030,125776
1000030,297485
1000030,165895
1000030,30002
1000030,404253
1000030,169201
1000030,116974
1000030,428302
1000030,333545
1000017,449605
1000017,268124
1000017,122850
1000017,325014
1000017,53035
1000017,221998
1000017,122972
1000017,456258
1000017,328489
1000017,481865
1000006,453399
1000006,431101
1000006,298750
1000006,321957
1000006,323178
1000006,71185
1000006,157165
1000006,278751
1000006,149074
1000006,206800
1000004,181811
1000004,87662
1000004,294225
1000004,435750
1000004,473847
1000004,129876
1000004,60895
1000004,233554
1000004,77847
1000004,385356
1000000,391590
1000000,259961
1000000,325812
1000000,489726
1000000,160210
1000000,437181
1000000,469073
1000000,140545
1000000,447587
1000000,327006
999942,345207
999942,493465
999942,105813
999942,29548
999942,104082
999942,286692
999942,37052
999942,344159
999942,139073
999942,347162
999836,386063
999836,88277
999836,467663
999836,262591
999836,153633
999836,429792
999836,303752
999836,67770
999836,204050
999836,99535
999791,257685
999791,221231
999791,239387
999791,312553
999791,74961
999791,443126
999791,493895
999791,169454
999791,180107
999791,89191
999691,441296
999691,499796
999691,381163
999691,432049
999691,460133
999691,42050
999691,151125
999691,386378
999691,27336
999691,371914
999685,357869
999685,215062
999685,271975
999685,501321
999685,325014
999685,158978
999685,285225
999685,326363
999685,249072
999685,242647
999567,185901
999567,248696
999567,169334
999567,236542
999567,326925
999567,442610
999567,478015
999567,355305
999567,270122
999567,266211
999552,114078
999552,353034
999552,364211
999552,66623
999552,120065
999552,32656
999552,270698
999552,271130
999552,408817
999552,380106
999550,331556
999550,63726
999550,355404
999550,441003
999550,481838
999550,114401
999550,238409
999550,271287
999550,406442
999550,303675
999517,377967
999517,465517
999517,474735
999517,171264
999517,287591
999517,117627
999517,167389
999517,209711
999517,331556
999517,298476
999469,303675
999469,153062
999469,110570
999469,438456
999469,283819
999469,155552
999469,487841
999469,331556
999469,354064
999469,340504
999439,84322
999439,300226
999439,78947
999439,165419
999439,333471
999439,166805
999439,211409
999439,170422
999439,139794
999439,400928
999416,129160
999416,380230
999416,404531
999416,143332
999416,15545
999416,452138
999416,478853
999416,81734
999416,144533
999416,3038
999385,239940
999385,21462
999385,295251
999385,495594
999385,320239
999385,39791
999385,481274
999385,237789
999385,331556
999385,320976
999356,141978
999356,69274
999356,467408
999356,63404
999356,333213
999356,76178
999356,134750
999356,291124
999356,164403
999356,431037
1099321,461414
1099321,92997
1099321,414067
1099321,446708
1099321,331556
1099321,14299
1099321,487841
1099321,76178
1099321,152592
1099321,18231
999192,162793
999192,74025
999192,41435
999192,302510
999192,178932
999192,438456
999192,150363
999192,76178
999192,406927
999192,103260
999110,131150
999110,359025
999110,457857
999110,410839
999110,286518
999110,231674
999110,450214
999110,429647
999110,130553
999110,331556
999089,214243
999089,394358
999089,55952
999089,9262
999089,172901
999089,286039
999089,60826
999089,304647
999089,321302
999089,377395
999086,297078
999086,399218
999086,337504
999086,306660
999086,246636
999086,323666
999086,173197
999086,334655
999086,54919
999086,292740
998965,421708
998965,249818
998965,103657
998965,220218
998965,291577
998965,162835
998965,68878
998965,363558
998965,242647
998965,72842
998905,13411
998905,53035
998905,432268
998905,436806
998905,127886
998905,235324
998905,127706
998905,391031
998905,313317
998905,399816
998891,84322
998891,76178
998891,49093
998891,429647
998891,161887
998891,126634
998891,451435
998891,52424
998891,478477
998891,285908
998802,244564
998802,453399
998802,84322
998802,169201
998802,134369
998802,259363
998802,33071
998802,37052
998802,291577
998802,83419
998735,76178
998735,224130
998735,331556
998735,80586
998735,218860
998735,281724
998735,145630
998735,349203
998735,201981
998735,300226
998681,235068
998681,29112
998681,331556
998681,433770
998681,76178
998681,171892
998681,34838
998681,491985
998681,289830
998681,212295
998680,354944
998680,416041
998680,99535
998680,429647
998680,359271
998680,7218
998680,159416
998680,75240
998680,36103
998680,69429
998675,11240
998675,326270
998675,332929
998675,206940
998675,187202
998675,355914
998675,32576
998675,146497
998675,205861
998675,237104
998658,335003
998658,392654
998658,427898
998658,291577
998658,434989
998658,85487
998658,477574
998658,451908
998658,152049
998658,205661
998646,188146
998646,63951
998646,168091
998646,331556
998646,293324
998646,462105
998646,429647
998646,314669
998646,438456
998646,391031
998641,270013
998641,72231
998641,83518
998641,331556
998641,185241
998641,4938
998641,453915
998641,141933
998641,474115
998641,181174
998591,312425
998591,411487
998591,55897
998591,308528
998591,171591
998591,496968
998591,2832
998591,45149
998591,217347
998591,25453
998493,331556
998493,236827
998493,445693
998493,211817
998493,107569
998493,487841
998493,438282
998493,239627
998493,495488
998493,121399
998417,183654
998417,359630
998417,472898
998417,22711
998417,58072
998417,277819
998417,38379
998417,118316
998417,400709
998417,157602
998309,106225
998309,64437
998309,388638
998309,490709
998309,322908
998309,261808
998309,38280
998309,207261
998309,235178
998309,7974
998247,76178
998247,60780
998247,258480
998247,300226
998247,212119
998247,112197
998247,362604
998247,331556
998247,29263
998247,27056
998246,175096
998246,174402
998246,290264
998246,350906
998246,437344
998246,497711
998246,327539
998246,72542
998246,183033
998246,348767
998174,338012
998174,331556
998174,316246
998174,98578
998174,484517
998174,27304
998174,150905
998174,76178
998174,438456
998174,23991
998101,427713
998101,220833
998101,490811
998101,197777
998101,354236
998101,164630
998101,339237
998101,168786
998101,117544
998101,382340
1099290,64102
1099290,291208
1099290,474100
1099290,311957
1099290,282662
1099290,211117
1099290,321302
1099290,448162
1099290,284850
1099290,123577
998013,122611
998013,251904
998013,32609
998013,444446
998013,453399
998013,280687
998013,429647
998013,257808
998013,438456
998013,238409
997935,129895
997935,487841
997935,334342
997935,24358
997935,477050
997935,25417
997935,429437
997935,208027
997935,66645
997935,357258
997932,420116
997932,369240
997932,94506
997932,471683
997932,319319
997932,187374
997932,439318
997932,453420
997932,225923
997932,145787
1099288,365767
1099288,249714
1099288,241411
1099288,163636
1099288,311272
1099288,222056
1099288,453079
1099288,400001
1099288,250170
1099288,214216
997878,326061
997878,428259
997878,291334
997878,239019
997878,439807
997878,14451
997878,415267
997878,346426
997878,492203
997878,128044
997860,484517
997860,236850
997860,322606
997860,106943
997860,208980
997860,413389
997860,188764
997860,435390
997860,312077
997860,40133
1099284,488834
1099284,342294
1099284,6726
1099284,76824
1099284,67770
1099284,310553
1099284,108454
1099284,119652
1099284,203299
1099284,140890
997744,326105
997744,139063
997744,195110
997744,380054
997744,226526
997744,22238
997744,35246
997744,191426
997744,196998
997744,262969
997713,347955
997713,331556
997713,394738
997713,40624
997713,305156
997713,482080
997713,429647
997713,96701
997713,454276
997713,358778
997649,157503
997649,287591
997649,391031
997649,441339
997649,167389
997649,184659
997649,438456
997649,180425
997649,185990
997649,340970
997648,241436
997648,445693
997648,158595
997648,395295
997648,465618
997648,81843
997648,159361
997648,291428
997648,150348
997648,47765
997542,438456
997542,279951
997542,474270
997542,497839
997542,33690
997542,89233
997542,43044
997542,190801
997542,299703
997542,322950
997481,212262
997481,33445
997481,271992
997481,501329
997481,427643
997481,20149
997481,401005
997481,144181
997481,66640
997481,182215
997449,278963
997449,448116
997449,262969
997449,264007
997449,107460
997449,374982
997449,407957
997449,46596
997449,171386
997449,366158
997351,399413
997351,386636
997351,461955
997351,220896
997351,220629
997351,455606
997351,46079
997351,90229
997351,36476
997351,333213
997086,455055
997086,477047
997086,84322
997086,259363
997086,277619
997086,339398
997086,173316
997086,76178
997086,354698
997086,418989
997044,479155
997044,209821
997044,443492
997044,242556
997044,138179
997044,313088
997044,331556
997044,187207
997044,359055
997044,49535
996922,18760
996922,62311
996922,128740
996922,84322
996922,345625
996922,312372
996922,391031
996922,199145
996922,435459
996922,379767
996835,260606
996835,234119
996835,99233
996835,3589
996835,137
996835,21124
996835,390219
996835,454535
996835,262591
996835,76178
996825,54337
996825,424833
996825,14290
996825,113195
996825,457920
996825,88766
996825,166191
996825,177274
996825,144222
996825,349039
996805,193403
996805,165780
996805,400457
996805,9538
996805,172503
996805,368086
996805,120021
996805,303752
996805,66281
996805,282071
996623,16767
996623,373805
996623,130831
996623,408775
996623,99099
996623,125269
996623,305206
996623,85124
996623,305793
996623,22731
996414,76178
996414,193975
996414,442835
996414,331556
996414,320465
996414,429647
996414,283819
996414,300726
996414,215389
996414,364011
996328,386097
996328,76178
996328,381322
996328,293681
996328,148555
996328,126682
996328,362480
996328,193975
996328,365867
996328,283819
996272,76178
996272,429647
996272,76693
996272,411813
996272,41838
996272,451435
996272,386097
996272,271287
996272,285918
996272,361332
996181,176072
996181,81685
996181,392468
996181,262887
996181,431498
996181,362252
996181,377897
996181,440160
996181,326909
996181,363387
996119,19402
996119,477315
996119,63083
996119,175055
996119,293081
996119,342250
996119,212133
996119,489652
996119,386232
996119,464606
995806,457354
995806,288074
995806,127517
995806,447796
995806,183268
995806,476977
995806,185768
995806,247234
995806,404039
995806,17141
995805,300220
995805,415693
995805,393176
995805,345057
995805,237782
995805,182753
995805,362393
995805,333213
995805,497014
995805,345805
995787,393605
995787,343351
995787,251158
995787,212269
995787,427114
995787,190515
995787,281724
995787,3589
995787,458020
995787,453321
995756,49978
995756,157469
995756,267249
995756,266972
995756,188004
995756,36835
995756,244313
995756,396757
995756,161887
995756,218982
995380,84322
995380,357869
995380,161887
995380,9538
995380,32489
995380,13411
995380,291577
995380,439642
995380,185467
995380,334342
995280,244564
995280,320049
995280,446032
995280,315750
995280,296824
995280,371887
995280,345715
995280,69618
995280,453245
995280,339347
995221,45003
